C:\Users\Naomi\AppData\Local\Programs\Python\Python36\python.exe D:/Naomi/Desktop/Naomi/AI/AI_project/main.py --ee eg --graphs -m E_G_10000_episodes -d 0.99 -a 0.5 -e 0.002
Loading chipmunk for Windows (64bit) [C:\Users\Naomi\AppData\Local\Programs\Python\Python36\lib\site-packages\pymunk\chipmunk.dll]
no model found
episode 495: 234.87779751852628
episode 496: -52.70000000000047
episode 497: 85.98566729469302
episode 498: -31.744878466681847
episode 499: 348.7814049221634
episode 500: 714.1231898082037
episode 501: -17.322253217068766
episode 502: -28.543593979380454
episode 503: -41.09056988919621
episode 504: 5.244043380650972
episode 505: -52.700000000000486
episode 506: 70.86424551001998
episode 507: 417.5507257549224
episode 508: 100.58207836950577
episode 509: -33.776635492499906
episode 510: 624.9828893661995
episode 511: 79.0399659263924
episode 512: 90.53322465801766
episode 513: -44.275598840566545
episode 514: -45.55185550602573
episode 515: -54.50000000000048
episode 516: -43.38083460152184
episode 517: -47.52245512473711
episode 518: 208.69005760759163
episode 519: -36.799027746435314
episode 520: 859.0134273153056
episode 521: 186.4923051942812
episode 522: -41.42355333407104
episode 523: -33.21000022747897
episode 524: 550.5412831517532
episode 525: 175.9692017482006
episode 526: 245.8322677153225
episode 527: 86.30139589457555
episode 528: 410.7699495176633
episode 529: -48.006814237762626
episode 530: -21.389501141452058
episode 531: 323.17584965811113
episode 532: -6.212747338368415
episode 533: 438.6376741339309
episode 534: 23.623157640172018
episode 535: 388.1401502289594
episode 536: 92.15793398716455
episode 537: 5.863110098765783
episode 538: -45.643424120302164
episode 539: 109.4109757668387
episode 540: -51.50097905461472
episode 541: -18.6902856832708
episode 542: -20.63036737878216
episode 543: 268.45298375143886
episode 544: 29.148854979815475
episode 545: 426.5858866451505
episode 546: 21.074973014888045
episode 547: -16.301558476553005
episode 548: 723.4197926189343
episode 549: -18.778871822996955
episode 550: -20.19610798529688
episode 551: 14.336614919582923
episode 552: -36.863275720800836
episode 553: -47.601205122950056
episode 554: 488.4270800514572
episode 555: -31.839184790212684
episode 556: 286.8848615365451
episode 557: 194.1550438733712
episode 558: -31.373408395681803
episode 559: -54.50000000000048
episode 560: -23.897389456343138
episode 561: -25.764386187211812
episode 562: -43.164806632281596
episode 563: -33.037004341911114
episode 564: -17.31021180331293
