C:\Users\Naomi\AppData\Local\Programs\Python\Python36\python.exe D:/Naomi/Desktop/Naomi/AI/AI_project/main.py --ee sf --graphs -m softmax_train -d 0.99 -a 0.5 -e 0.002
Loading chipmunk for Windows (64bit) [C:\Users\Naomi\AppData\Local\Programs\Python\Python36\lib\site-packages\pymunk\chipmunk.dll]
no model found
episode 801: -58.10000000000052
episode 802: -57.20000000000051
episode 803: -63.50000000000052
episode 804: -60.8000000000005
episode 805: -61.700000000000486
episode 806: -56.30000000000048
episode 807: -61.700000000000514
episode 808: -58.10000000000047
episode 809: -60.800000000000516
episode 810: -52.700000000000486
episode 811: -59.90000000000051
episode 812: -68.00000000000026
episode 813: -62.60000000000053
episode 814: -55.40000000000048
episode 815: -59.90000000000048
episode 816: -64.40000000000047
episode 817: -65.30000000000047
episode 818: -66.20000000000039
episode 819: -62.60000000000051
episode 820: -53.60000000000049
episode 821: -66.20000000000039
episode 822: -63.500000000000526
episode 823: -57.2000000000005
episode 824: -64.4000000000005
episode 825: -59.90000000000045
episode 826: -64.40000000000052
episode 827: -77.89999999999974
episode 828: -58.100000000000506
episode 829: -56.3000000000005
episode 830: -66.20000000000043
episode 831: -63.50000000000056
episode 832: -68.00000000000027
episode 833: -75.19999999999987
episode 834: -60.800000000000495
episode 835: -57.059032874422094
episode 836: 166.42462674933057
episode 837: -66.20000000000043
episode 838: -71.60000000000014
episode 839: -56.30000000000051
episode 840: -60.800000000000516
episode 841: -63.50000000000054
episode 842: -63.50000000000052
episode 843: -58.10000000000052
episode 844: -38.32749476894508
episode 845: -57.20000000000051
episode 846: -68.90000000000026
episode 847: -58.10000000000049
episode 848: -65.3000000000005
episode 849: -66.20000000000049
episode 850: -46.91585992577145
episode 851: -68.90000000000033
episode 852: -64.40000000000055
episode 853: -55.40000000000052
episode 854: -60.80000000000049
episode 855: -73.40000000000006
episode 856: -56.30000000000048
episode 857: -57.20000000000051
episode 858: -57.20000000000051
episode 859: -61.70000000000053
episode 860: -63.50000000000052
episode 861: -68.00000000000027
episode 862: -59.90000000000046
episode 863: -68.00000000000028
episode 864: -59.000000000000526
episode 865: -63.5000000000006
episode 866: -67.10000000000048
episode 867: -50.992125735343166
episode 868: -53.900990102409736
episode 869: -60.800000000000516
episode 870: -59.90000000000052
episode 871: -61.70000000000051
episode 872: -64.40000000000055
episode 873: -67.10000000000036
episode 874: -63.50000000000059
episode 875: -58.100000000000506
episode 876: -55.400000000000496
episode 877: -65.30000000000042
episode 878: -54.500000000000476
episode 879: -60.80000000000052
episode 880: -67.1000000000003
episode 881: -68.90000000000028
episode 882: -62.600000000000584
episode 883: -64.40000000000049
episode 884: -62.60000000000052
episode 885: -56.30000000000048
episode 886: -60.80000000000049
episode 887: -69.80000000000037
episode 888: -63.50000000000053
episode 889: -44.30668046456163
episode 890: -59.90000000000054
episode 891: -56.30000000000052
episode 892: -65.30000000000044
episode 893: -64.40000000000052
episode 894: -59.00000000000052
episode 895: -68.90000000000029
episode 896: -62.60000000000052
episode 897: -58.100000000000534
episode 898: -70.70000000000007
episode 899: -66.20000000000043
episode 900: -67.10000000000036
episode 901: -55.4000000000005
episode 902: -62.600000000000485
episode 903: -62.6000000000005
episode 904: -55.40000000000047
episode 905: -64.40000000000047
episode 906: -41.672087061151394
episode 907: -66.20000000000036
episode 908: -67.10000000000032
episode 909: -85.0999999999997
episode 910: -61.700000000000514
episode 911: 32.05947198559089
episode 912: -60.80000000000047
episode 913: -37.9976702994766
episode 914: -59.900000000000496
episode 915: -59.000000000000476
episode 916: -52.70000000000047
episode 917: -62.6000000000005
episode 918: -65.30000000000044
episode 919: -59.00000000000049
episode 920: -58.10000000000048
episode 921: -70.70000000000022
episode 922: -68.9000000000002
episode 923: -54.500000000000504
episode 924: -72.50000000000007
episode 925: -78.79999999999964
episode 926: -64.40000000000045
